ID,i,j,k,SD_emb,M_BE,FWHM_pc,xi_max,contrast,R_out_as,R_cloud_as,theta_bg,theta_int,R_peak_hires,R_exc_hires,R_int_hires,R_exc_bsl_hires,R_int_bsl_hires,R_ap2_hires,R_ap2_bsl_hires,R_ap3_hires,R_ap3_bsl_hires,theta_ap2,theta_ap3,R_peak_f1p6,R_exc_f1p6,R_int_f1p6,R_exc_bsl_f1p6,R_int_bsl_f1p6,R_ap2_f1p6,R_ap2_bsl_f1p6,R_ap3_f1p6,R_ap3_bsl_f1p6,R_peak_f1p35,R_exc_f1p35,R_int_f1p35,R_exc_bsl_f1p35,R_int_bsl_f1p35,R_ap2_f1p35,R_ap2_bsl_f1p35,R_ap3_f1p35,R_ap3_bsl_f1p35,R_peak_f1p2,R_exc_f1p2,R_int_f1p2,R_exc_bsl_f1p2,R_int_bsl_f1p2,R_ap2_f1p2,R_ap2_bsl_f1p2,R_ap3_f1p2,R_ap3_bsl_f1p2,R_peak_f1p1,R_exc_f1p1,R_int_f1p1,R_exc_bsl_f1p1,R_int_bsl_f1p1,R_ap2_f1p1,R_ap2_bsl_f1p1,R_ap3_f1p1,R_ap3_bsl_f1p1
31,1,14,4,3.75e+20,0.0169267,0.00626986,1.4041,6.694,3.0205,90.6155,27,18,0.387568,0.224935,0.293772,0.223162,0.293628,0.297071,0.296933,0.297071,0.296933,25.65,25.65,0.519871,0.394949,0.621124,0.391836,0.620821,0.563243,0.562981,0.563243,0.562981,0.515129,0.38808,0.436052,0.385022,0.435839,0.394799,0.394615,0.394799,0.394615,0.510632,0.384748,0.448955,0.381716,0.448736,0.40164,0.401452,0.40164,0.401452,0.533487,0.413763,0.474143,0.410502,0.473911,0.424101,0.423903,0.424101,0.423903
32,1,14,5,3.75e+20,0.0169267,0.00801622,1.1619,6.532,3.77704,113.311,27,18,0.347827,0.221695,0.312626,0.220422,0.312379,0.336679,0.336419,0.336679,0.336419,25.65,25.65,0.684084,0.628051,0.862953,0.624444,0.862269,0.804633,0.804013,0.804633,0.804013,0.806365,0.773715,0.821129,0.769271,0.820479,0.76008,0.759494,0.76008,0.759494,0.810975,0.781346,0.776382,0.776858,0.775768,0.718814,0.71826,0.718814,0.71826,0.690586,0.640826,0.793236,0.637145,0.792608,0.732874,0.732309,0.732874,0.732309
33,1,14,6,3.75e+20,0.0169267,0.010249,0.9683,6.285,4.73427,142.028,27,18,0.439436,0.33264,0.433973,0.330789,0.433432,0.468691,0.468121,0.468691,0.468121,25.65,25.65,0.787793,0.764112,1.12707,0.759862,1.12566,1.12917,1.1278,1.12917,1.1278,0.716214,0.677163,0.794648,0.673396,0.793659,0.850806,0.84977,0.850806,0.84977,0.732055,0.692372,0.90963,0.688521,0.908497,0.955482,0.954319,0.955482,0.954319,0.744062,0.707099,0.878372,0.703165,0.877278,0.943462,0.942314,0.943462,0.942314
34,1,14,7,3.75e+20,0.0169267,0.0131037,0.8076,5.911,5.98692,179.607,27,18,0.482056,0.35612,0.46414,0.353552,0.463224,0.503374,0.502402,0.503374,0.502402,25.65,25.65,0.855627,0.827131,1.112,0.821166,1.1098,1.12017,1.118,1.12017,1.118,0.857253,0.834766,0.996661,0.828746,0.994693,1.04232,1.04031,1.04232,1.04031,0.822328,0.79312,0.910584,0.7874,0.908786,1.01623,1.01427,1.01623,1.01427,0.828106,0.799571,0.945652,0.793804,0.943785,1.01957,1.0176,1.01957,1.0176
35,1,14,8,3.75e+20,0.0169267,0.0167535,0.6986,5.393,7.56492,226.947,27,18,0.640063,0.54691,0.635856,0.543,0.633811,0.682762,0.680631,0.682762,0.680631,25.65,25.65,0.853798,0.823492,0.882803,0.817605,0.879964,0.876684,0.873947,0.876684,0.873947,0.877931,0.845263,0.96664,0.83922,0.963532,1.05875,1.05545,1.05875,1.05545,0.86462,0.821213,0.86713,0.815342,0.864342,0.845466,0.842826,0.845466,0.842826,0.871793,0.836652,0.943639,0.83067,0.940605,0.938998,0.936067,0.938998,0.936067
36,1,14,9,3.75e+20,0.0169267,0.02142,0.6129,4.67,9.72315,291.695,29.1695,18,0.744718,0.662867,0.739068,0.657002,0.735069,0.806467,0.802302,0.806467,0.802302,27.711,27.711,0.922569,0.879613,0.84767,0.87183,0.843084,0.818157,0.813932,0.818157,0.813932,0.913048,0.887995,0.869751,0.880138,0.865045,0.862727,0.858271,0.862727,0.858271,0.912571,0.884685,0.86276,0.876857,0.858091,0.848173,0.843793,0.848173,0.843793,0.917592,0.893726,0.893832,0.885818,0.888996,0.915252,0.910526,0.915252,0.910526
37,1,14,10,3.75e+20,0.0169267,0.0273861,0.546,3.921,12.1646,364.938,36.4938,24,0.831587,0.768225,0.891548,0.759541,0.884292,0.93774,0.930197,0.93774,0.930197,34.6692,34.6692,0.947626,0.928734,0.958895,0.918236,0.951091,0.939249,0.931694,0.939249,0.931694,0.951811,0.915866,0.904431,0.905513,0.89707,0.833918,0.82721,0.833918,0.82721,0.950157,0.922406,0.932779,0.911979,0.925188,0.89362,0.886432,0.89362,0.886432,0.962363,0.944076,0.979744,0.933404,0.97177,0.958418,0.950709,0.958418,0.950709
38,1,15,1,3.75e+20,0.0251189,0.003,3.4829,9.745,1.86765,56.0302,27,18,0.0888147,0.0233534,0.0296802,0.0233068,0.0296777,0.0247433,0.0247412,0.0247433,0.0247412,25.65,25.65,0.1636,0.103736,0.0832528,0.103528,0.0832455,0.0672986,0.0672929,0.0672986,0.0672929,0.165978,0.106047,0.0904207,0.105835,0.0904128,0.0765823,0.0765758,0.0765823,0.0765758,0.162664,0.103098,0.0819991,0.102892,0.0819919,0.0656961,0.0656905,0.0656961,0.0656905,0.162673,0.103205,0.0814392,0.102999,0.0814321,0.0649383,0.0649329,0.0649383,0.0649329
39,1,15,2,3.75e+20,0.0251189,0.0038356,2.7958,9.685,2.16792,65.0382,27,18,0.119951,0.0288096,0.0405482,0.0287229,0.0405429,0.0369143,0.0369096,0.0369143,0.0369096,25.65,25.65,0.257049,0.179767,-0.0212494,0.179226,-0.0212466,-0.0342311,-0.0342267,-0.0342311,-0.0342267,0.258747,0.181351,-0.0176923,0.180805,-0.01769,-0.0281042,-0.0281006,-0.0281042,-0.0281006,0.255796,0.178703,-0.0237359,0.178165,-0.0237328,-0.0364818,-0.0364772,-0.0364818,-0.0364772,0.255822,0.178882,-0.0245507,0.178343,-0.0245474,-0.0376426,-0.0376378,-0.0376426,-0.0376378
40,1,15,3,3.75e+20,0.0251189,0.00490394,2.2685,9.584,2.57892,77.3679,27,18,0.165841,0.0377177,0.0567085,0.0375437,0.0566971,0.0548723,0.0548616,0.0548723,0.0548616,25.65,25.65,0.333846,0.231078,0.208276,0.230012,0.208234,0.186201,0.186165,0.186201,0.186165,0.336283,0.233195,0.220816,0.232119,0.220772,0.20018,0.200141,0.20018,0.200141,0.331978,0.229144,0.207135,0.228087,0.207094,0.183979,0.183943,0.183979,0.183943,0.332019,0.229642,0.206773,0.228583,0.206731,0.186324,0.186288,0.186324,0.186288
41,1,15,4,3.75e+20,0.0251189,0.00626986,1.85,9.428,3.13588,94.077,27,18,0.348017,0.254617,0.336815,0.253565,0.336691,0.356677,0.356548,0.356677,0.356548,25.65,25.65,0.551314,0.492615,0.491349,0.490579,0.491167,0.501836,0.501655,0.501836,0.501655,0.545216,0.484866,0.445425,0.482862,0.44526,0.436991,0.436833,0.436991,0.436833,0.558767,0.502555,0.55808,0.500478,0.557874,0.543415,0.54322,0.543415,0.54322,0.563356,0.508097,0.549076,0.505996,0.548872,0.552108,0.551909,0.552108,0.551909
42,1,15,5,3.75e+20,0.0251189,0.00801622,1.5129,9.183,3.88469,116.541,27,18,0.272514,0.175094,0.254677,0.174398,0.254533,0.278471,0.278316,0.278471,0.278316,25.65,25.65,0.57436,0.523498,0.726498,0.521418,0.726087,0.683297,0.682918,0.683297,0.682918,0.630821,0.588643,0.708886,0.586304,0.708486,0.665834,0.665466,0.665834,0.665466,0.61074,0.567515,0.741481,0.56526,0.741062,0.705236,0.704846,0.705236,0.704846,0.575657,0.528727,0.704503,0.526626,0.704105,0.670848,0.670476,0.670848,0.670476
43,1,15,6,3.75e+20,0.0251189,0.010249,1.2471,8.806,4.85081,145.524,27,18,0.354474,0.269597,0.35901,0.268569,0.358693,0.391889,0.39155,0.391889,0.39155,25.65,25.65,0.706177,0.669718,0.82415,0.667165,0.823422,0.856354,0.855613,0.856354,0.855613,0.642944,0.607746,0.718343,0.60543,0.717708,0.782666,0.781988,0.782666,0.781988,0.659517,0.628199,0.836997,0.625805,0.836258,0.926155,0.925354,0.926155,0.925354,0.669026,0.63929,0.808545,0.636853,0.807831,0.889865,0.889094,0.889865,0.889094
44,1,15,7,3.75e+20,0.0251189,0.0131037,1.0326,8.244,6.10742,183.223,27,18,0.424294,0.331591,0.431186,0.330038,0.430587,0.4694,0.468761,0.4694,0.468761,25.65,25.65,0.678272,0.623191,0.733889,0.620272,0.732869,0.827062,0.825936,0.827062,0.825936,0.669642,0.617673,0.717077,0.61478,0.71608,0.799347,0.798259,0.799347,0.798259,0.673561,0.620792,0.738165,0.617884,0.737139,0.834752,0.833616,0.834752,0.833616,0.6823,0.635915,0.755051,0.632937,0.754002,0.796431,0.795347,0.796431,0.795347
45,1,15,8,3.75e+20,0.0251189,0.0167535,0.8602,7.453,7.71919,231.576,27,18,0.561896,0.482776,0.561224,0.480408,0.559958,0.605717,0.604389,0.605717,0.604389,25.65,25.65,0.804983,0.779922,0.842451,0.776096,0.84055,0.841509,0.839664,0.841509,0.839664,0.827073,0.777857,0.832648,0.774042,0.83077,0.850548,0.848684,0.850548,0.848684,0.815674,0.774761,0.82059,0.77096,0.818739,0.799086,0.797334,0.799086,0.797334,0.82026,0.785207,0.863089,0.781356,0.861142,0.886949,0.885004,0.886949,0.885004
46,1,15,9,3.75e+20,0.0251189,0.02142,0.7487,6.397,9.84346,295.303,29.5304,24,0.677654,0.606842,0.733793,0.603197,0.731163,0.748517,0.745847,0.748517,0.745847,28.0539,28.0539,0.865803,0.829483,0.884529,0.8245,0.881359,0.883466,0.880315,0.883466,0.880315,0.876738,0.856188,1.03522,0.851045,1.03151,1.03143,1.02775,1.03143,1.02775,0.878235,0.853483,0.965981,0.848356,0.962519,0.961597,0.958167,0.961597,0.958167,0.857089,0.822645,0.853506,0.817703,0.850448,0.842366,0.839361,0.842366,0.839361
47,1,15,10,3.75e+20,0.0251189,0.0273861,0.6619,5.225,12.4461,373.384,37.3383,24,0.781403,0.72478,0.844044,0.719123,0.839192,0.895453,0.890362,0.895453,0.890362,35.4714,35.4714,0.91138,0.893035,0.919177,0.886065,0.913892,0.904202,0.899062,0.904202,0.899062,0.918848,0.896685,0.932598,0.889686,0.927236,0.932433,0.927132,0.932433,0.927132,0.975299,0.969853,0.954444,0.962283,0.948956,0.940359,0.935013,0.940359,0.935013,0.91811,0.89635,0.929164,0.889354,0.923822,0.943283,0.93792,0.943283,0.93792
48,1,15,11,3.75e+20,0.0251189,0.0350141,0.5885,4.101,15.6074,468.222,46.8223,30,0.867431,0.822425,0.954151,0.813658,0.945581,0.978462,0.969733,0.978462,0.969733,44.4812,44.4812,0.96825,0.935199,0.924891,0.925231,0.916584,0.978444,0.969715,0.978444,0.969715,0.961267,0.938933,0.938493,0.928924,0.930063,0.976312,0.967602,0.976312,0.967602,0.987861,0.984048,0.968051,0.973559,0.959357,0.946898,0.938451,0.946898,0.938451,0.959116,0.946471,0.962535,0.936382,0.953889,0.984885,0.976099,0.984885,0.976099
49,1,15,12,3.75e+20,0.0251189,0.0447667,0.5148,3.019,20.239,607.171,60.7171,36,0.936013,0.901856,0.999102,0.88705,0.984038,1.00104,0.986113,1.00104,0.986113,57.6813,57.6813,0.981232,0.960636,0.95293,0.944865,0.938562,0.911451,0.897859,0.911451,0.897859,0.978039,0.969155,0.99176,0.953244,0.976807,0.980651,0.966027,0.980651,0.966027,0.996914,0.994937,0.982888,0.978602,0.968068,0.942569,0.928512,0.942569,0.928512,0.977897,0.96584,0.975418,0.949983,0.960711,0.972094,0.957597,0.972094,0.957597
50,1,16,1,3.75e+20,0.0372759,0.003,4.8153,13.893,2.29896,68.9693,27,18,0.0732165,0.021246,0.0379039,0.0212112,0.0379012,0.0401602,0.0401573,0.0401602,0.0401573,25.65,25.65,0.20076,0.156127,0.133233,0.155871,0.133223,0.124325,0.124316,0.124325,0.124316,0.202823,0.158055,0.139211,0.157797,0.139201,0.132437,0.132428,0.132437,0.132428,0.199929,0.155521,0.131668,0.155267,0.131659,0.122071,0.122062,0.122071,0.122062,0.199935,0.155643,0.131354,0.155388,0.131345,0.121786,0.121777,0.121786,0.121777
51,1,16,2,3.75e+20,0.0372759,0.0038356,3.8153,13.802,2.52523,75.757,27,18,0.0987105,0.0282645,0.0483114,0.0281987,0.0483064,0.0510313,0.0510262,0.0510313,0.0510262,25.65,25.65,0.399393,0.351311,-0.0906786,0.350493,-0.0906694,-0.0963562,-0.0963466,-0.0963562,-0.0963466,0.405314,0.357473,-0.0903334,0.35664,-0.0903241,-0.0936584,-0.0936491,-0.0936584,-0.0936491,0.394441,0.346407,-0.0934558,0.3456,-0.0934463,-0.0994036,-0.0993937,-0.0994036,-0.0993937,0.394513,0.34651,-0.0905597,0.345703,-0.0905505,-0.0967391,-0.0967295,-0.0967391,-0.0967295
52,1,16,3,3.75e+20,0.0372759,0.00490394,3.0532,13.661,2.87504,86.2517,27,18,0.133264,0.0357931,0.060588,0.0356706,0.060579,0.0641946,0.0641852,0.0641946,0.0641852,25.65,25.65,0.372041,0.301021,0.240219,0.299991,0.240183,0.225985,0.225952,0.225985,0.225952,0.375738,0.304765,0.249535,0.303723,0.249497,0.237563,0.237528,0.237563,0.237528,0.371961,0.301365,0.238127,0.300334,0.238092,0.223573,0.22354,0.223573,0.22354,0.371995,0.301524,0.235637,0.300492,0.235602,0.220744,0.220712,0.220744,0.220712
53,1,16,4,3.75e+20,0.0372759,0.00626986,2.4639,13.434,3.37608,101.282,27,18,0.232732,0.16488,0.236225,0.16446,0.236155,0.257901,0.257826,0.257901,0.257826,25.65,25.65,0.489501,0.450586,0.66232,0.449437,0.662124,0.625082,0.624901,0.625082,0.624901,0.517305,0.482002,0.648563,0.480774,0.648371,0.623262,0.623081,0.623262,0.623081,0.507617,0.471264,0.669012,0.470062,0.668814,0.638518,0.638333,0.638518,0.638333,0.489546,0.453121,0.615734,0.451966,0.615552,0.597693,0.59752,0.597693,0.59752
54,1,16,5,3.75e+20,0.0372759,0.00801622,1.9924,13.067,4.08392,122.518,27,18,0.209085,0.134262,0.203066,0.133886,0.202981,0.225183,0.225091,0.225183,0.225091,25.65,25.65,0.486253,0.444099,0.629069,0.442856,0.628806,0.59676,0.596515,0.59676,0.596515,0.534351,0.497467,0.6063,0.496075,0.606047,0.607197,0.606948,0.607197,0.606948,0.515981,0.479143,0.617426,0.477802,0.617168,0.593346,0.593102,0.593346,0.593102,0.488178,0.449344,0.607256,0.448086,0.607002,0.583848,0.583608,0.583848,0.583608
55,1,16,6,3.75e+20,0.0372759,0.010249,1.6296,12.514,5.01108,150.332,27,18,0.284234,0.218396,0.295478,0.217819,0.29529,0.325108,0.324905,0.325108,0.324905,25.65,25.65,0.580555,0.555613,0.946994,0.554147,0.946391,0.954679,0.954082,0.954679,0.954082,0.59277,0.562372,0.755037,0.560887,0.754556,0.805193,0.80469,0.805193,0.80469,0.548267,0.512663,0.64921,0.511309,0.648797,0.741017,0.740554,0.741017,0.740554,0.554169,0.522796,0.66905,0.521416,0.668625,0.750615,0.750146,0.750615,0.750146
56,1,16,7,3.75e+20,0.0372759,0.0131037,1.3387,11.686,6.24127,187.238,27,18,0.353017,0.281289,0.369138,0.280399,0.368776,0.404304,0.403915,0.404304,0.403915,25.65,25.65,0.600574,0.548736,0.63675,0.546998,0.636126,0.66106,0.660425,0.66106,0.660425,0.59351,0.518746,0.517695,0.517103,0.517188,0.428437,0.428025,0.428437,0.428025,0.594678,0.550196,0.644264,0.548454,0.643633,0.70006,0.699387,0.70006,0.699387,0.599523,0.554059,0.695262,0.552305,0.69458,0.72572,0.725023,0.72572,0.725023
57,1,16,8,3.75e+20,0.0372759,0.0167535,1.1087,10.528,7.82146,234.644,27,18,0.479774,0.414487,0.483917,0.413101,0.483162,0.524616,0.52382,0.524616,0.52382,25.65,25.65,0.844025,0.831858,0.864646,0.829077,0.863297,0.869197,0.867878,0.869197,0.867878,0.735586,0.684056,0.739265,0.681769,0.738111,0.714332,0.713248,0.714332,0.713248,0.730472,0.695441,0.770571,0.693116,0.769368,0.765153,0.763992,0.765153,0.763992,0.734576,0.698963,0.79037,0.696626,0.789137,0.818985,0.817743,0.818985,0.817743
58,1,16,9,3.75e+20,0.0372759,0.02142,0.921,8.978,9.9185,297.555,29.7555,24,0.601409,0.541553,0.662923,0.539355,0.661297,0.678135,0.676479,0.678135,0.676479,28.2677,28.2677,0.795338,0.761087,0.769315,0.757997,0.767429,0.767244,0.765371,0.767244,0.765371,0.803605,0.763909,0.790228,0.760807,0.788291,0.829492,0.827466,0.829492,0.827466,0.799209,0.758746,0.772481,0.755666,0.770587,0.839454,0.837405,0.839454,0.837405,0.797581,0.768626,0.827509,0.765506,0.82548,0.824056,0.822044,0.824056,0.822044
59,1,16,10,3.75e+20,0.0372759,0.0273861,0.8129,7.252,12.5093,375.28,37.528,24,0.714749,0.664769,0.781042,0.661268,0.777988,0.832859,0.829635,0.832859,0.829635,35.6516,35.6516,0.868783,0.850089,0.918179,0.845612,0.914588,0.909626,0.906105,0.909626,0.906105,0.872691,0.850665,0.919823,0.846185,0.916226,0.911319,0.907791,0.911319,0.907791,0.882146,0.863309,0.977505,0.858763,0.973682,1.02106,1.0171,1.02106,1.0171,0.882298,0.861111,0.967108,0.856576,0.963326,0.953143,0.949453,0.953143,0.949453
60,1,16,11,3.75e+20,0.0372759,0.0350141,0.7171,5.509,15.8538,475.616,47.5615,30,0.820168,0.778647,0.911397,0.772941,0.905707,0.940008,0.934171,0.940008,0.934171,45.1835,45.1835,0.93723,0.906206,0.920823,0.899566,0.915075,0.882693,0.877213,0.882693,0.877213,0.929657,0.906905,0.93058,0.90026,0.92477,0.903436,0.897826,0.903436,0.897826,0.932229,0.920036,0.994721,0.913294,0.988511,1.06984,1.0632,1.06984,1.0632,0.932084,0.914961,0.988642,0.908257,0.98247,0.980984,0.974892,0.980984,0.974892
61,1,16,12,3.75e+20,0.0372759,0.0447667,0.6252,3.91,20.6109,618.326,61.8327,36,0.906725,0.8729,0.973998,0.862938,0.963727,0.98323,0.972944,0.98323,0.972944,58.741,58.741,0.968092,0.951495,0.715356,0.940636,0.707812,0.688704,0.681499,0.688704,0.681499,0.979033,0.970878,0.816209,0.959798,0.807602,0.871041,0.861929,0.871041,0.861929,0.972888,0.967506,0.778269,0.956464,0.770062,0.890377,0.881062,0.890377,0.881062,0.968884,0.955712,0.736973,0.944805,0.729202,0.722045,0.714491,0.722045,0.714491
62,1,16,13,3.75e+20,0.0372759,0.0572357,0.5617,2.991,25.3575,760.724,76.0724,42,0.949391,0.92156,0.997381,0.90616,0.981465,0.988187,0.972604,0.988187,0.972604,72.2688,72.2688,0.986964,0.977843,0.971535,0.961502,0.956032,0.944336,0.929444,0.944336,0.929444,0.992136,0.974475,0.953614,0.958191,0.938397,0.896475,0.882338,0.896475,0.882338,0.997416,0.98979,1.02354,0.97325,1.0072,1.02742,1.01122,1.02742,1.01122,0.991385,0.982186,0.987522,0.965772,0.971764,1.00967,0.993753,1.00967,0.993753
63,1,17,1,3.75e+20,0.0553168,0.003,7.1012,19.87,3.08519,92.5563,27,18,0.123244,0.0856397,0.126271,0.0855329,0.126258,0.138002,0.137988,0.138002,0.137988,25.65,25.65,0.198476,0.167026,0.200634,0.166818,0.200613,0.209562,0.209541,0.209562,0.209541,0.195335,0.163453,0.178897,0.163249,0.178878,0.19329,0.19327,0.19329,0.19327,0.201655,0.170889,0.227568,0.170676,0.227544,0.233313,0.233289,0.233313,0.233289,0.203665,0.173213,0.239227,0.172997,0.239202,0.244599,0.244573,0.244599,0.244573
64,1,17,2,3.75e+20,0.0553168,0.0038356,5.4187,19.752,3.18092,95.4281,27,18,0.164452,0.120931,0.174388,0.12075,0.174362,0.190541,0.190513,0.190541,0.190513,25.65,25.65,0.304871,0.273377,0.314623,0.272969,0.314576,0.330396,0.330348,0.330396,0.330348,0.297905,0.26558,0.280723,0.265184,0.280681,0.282708,0.282667,0.282708,0.282667,0.31042,0.28007,0.354589,0.279653,0.354536,0.37142,0.371365,0.37142,0.371365,0.313775,0.283821,0.3755,0.283398,0.375445,0.385647,0.385591,0.385647,0.385591
65,1,17,3,3.75e+20,0.0553168,0.00490394,4.2109,19.546,3.42615,102.784,27,18,0.172252,0.124778,0.184479,0.124573,0.184442,0.203488,0.203448,0.203488,0.203448,25.65,25.65,0.373478,0.343213,0.478539,0.342652,0.478443,0.473919,0.473826,0.473919,0.473826,0.38968,0.361573,0.54162,0.360982,0.541511,0.546775,0.546667,0.546775,0.546667,0.383847,0.355025,0.528952,0.354443,0.528846,0.545409,0.545302,0.545409,0.545302,0.394709,0.367443,0.509189,0.366842,0.509087,0.533162,0.533057,0.533162,0.533057
66,1,17,4,3.75e+20,0.0553168,0.00626986,3.3339,19.215,3.83723,115.117,27,18,0.164812,0.113763,0.171786,0.113561,0.171743,0.191028,0.190981,0.191028,0.190981,25.65,25.65,0.350311,0.316171,0.445749,0.315611,0.445637,0.505645,0.50552,0.505645,0.50552,0.3664,0.334479,0.496598,0.333887,0.496473,0.500757,0.500633,0.500757,0.500633,0.357,0.325488,0.472139,0.324911,0.47202,0.496785,0.496662,0.496785,0.496662,0.368167,0.33758,0.483291,0.336982,0.483169,0.490738,0.490616,0.490738,0.490616
67,1,17,5,3.75e+20,0.0553168,0.00801622,2.6764,18.702,4.44196,133.259,27,18,0.237504,0.190612,0.258544,0.190283,0.258454,0.283817,0.28372,0.283817,0.28372,25.65,25.65,0.403582,0.373339,0.45942,0.372693,0.459261,0.478071,0.477908,0.478071,0.477908,0.426072,0.395043,0.58881,0.394361,0.588606,0.629706,0.629491,0.629706,0.629491,0.548067,0.523536,0.486712,0.522632,0.486543,0.551415,0.551227,0.551415,0.551227,0.432564,0.399249,0.526885,0.398559,0.526703,0.600317,0.600112,0.600317,0.600112
68,1,17,6,3.75e+20,0.0553168,0.010249,2.1606,17.897,5.3035,159.105,27,18,0.218351,0.166864,0.233664,0.166552,0.233553,0.259696,0.259575,0.259696,0.259575,25.65,25.65,0.518823,0.499575,0.763892,0.498641,0.763528,0.782848,0.782481,0.782848,0.782481,0.551444,0.531388,0.746462,0.530394,0.746106,0.799206,0.798831,0.799206,0.798831,0.483217,0.457911,0.612125,0.457055,0.611834,0.706927,0.706596,0.706927,0.706596,0.489087,0.465214,0.625663,0.464344,0.625365,0.698099,0.697772,0.698099,0.697772
69,1,17,7,3.75e+20,0.0553168,0.0131037,1.757,16.69,6.47608,194.283,27,18,0.294738,0.239858,0.315272,0.239337,0.315049,0.346843,0.346602,0.346843,0.346602,25.65,25.65,0.518676,0.474044,0.557233,0.473014,0.556839,0.566375,0.565982,0.566375,0.565982,0.512358,0.469322,0.542727,0.468303,0.542343,0.538921,0.538546,0.538921,0.538546,0.512877,0.471177,0.547334,0.470154,0.546946,0.554444,0.554059,0.554444,0.554059,0.517492,0.476237,0.565705,0.475203,0.565304,0.584038,0.583632,0.584038,0.583632
70,1,17,8,3.75e+20,0.0553168,0.0167535,1.4345,14.947,8.06185,241.856,27,18,0.399555,0.346139,0.406497,0.345335,0.406043,0.442725,0.442244,0.442725,0.442244,25.65,25.65,0.712374,0.695422,0.854463,0.693807,0.853509,0.860252,0.859317,0.860252,0.859317,0.660579,0.603772,0.638065,0.60237,0.637352,0.584106,0.583471,0.584106,0.583471,0.703379,0.674948,0.720307,0.673381,0.719502,0.723041,0.722255,0.723041,0.722255,0.656543,0.619778,0.698142,0.618339,0.697362,0.70741,0.706641,0.70741,0.706641
71,1,17,9,3.75e+20,0.0553168,0.02142,1.1861,12.733,10.0775,302.325,30.2325,24,0.525234,0.476014,0.590019,0.474696,0.589009,0.60626,0.605227,0.60626,0.605227,28.7209,28.7209,0.722618,0.691782,0.80693,0.689865,0.805549,0.806524,0.80515,0.806524,0.80515,0.72829,0.680613,0.75246,0.678728,0.751172,0.731081,0.729835,0.731081,0.729835,0.724598,0.685487,0.780027,0.683588,0.778693,0.774885,0.773565,0.774885,0.773565,0.721494,0.688332,0.794463,0.686425,0.793104,0.797522,0.796163,0.797522,0.796163
72,1,17,10,3.75e+20,0.0553168,0.0273861,0.9975,10.136,12.7183,381.551,38.155,24,0.64425,0.601859,0.716697,0.599688,0.714744,0.769868,0.767791,0.769868,0.767791,36.2473,36.2473,0.806039,0.788953,0.86805,0.786108,0.865685,0.862709,0.860382,0.862709,0.860382,0.812139,0.792523,0.869655,0.789665,0.867285,0.865565,0.863231,0.865565,0.863231,0.817833,0.780962,0.82753,0.778146,0.825275,0.778591,0.776491,0.778591,0.776491,0.816315,0.789374,0.864076,0.786527,0.861721,0.868991,0.866647,0.868991,0.866647
73,1,17,11,3.75e+20,0.0553168,0.0350141,0.8735,7.487,16.232,486.96,48.696,30,0.766181,0.728798,0.859299,0.72508,0.8555,0.89039,0.886472,0.89039,0.886472,46.2612,46.2612,0.89471,0.871147,0.851416,0.866703,0.847652,0.838208,0.834519,0.838208,0.834519,0.888241,0.867212,0.844516,0.862788,0.840783,0.833284,0.829617,0.833284,0.829617,0.886512,0.863785,0.832847,0.859378,0.829165,0.809908,0.806343,0.809908,0.806343,0.886993,0.861856,0.821551,0.85746,0.817919,0.785202,0.781746,0.785202,0.781746
74,1,17,12,3.75e+20,0.0553168,0.0447667,0.7685,5.334,20.6357,619.069,61.907,36,0.861768,0.828607,0.936367,0.822251,0.92969,0.950523,0.943783,0.950523,0.943783,58.8116,58.8116,0.948573,0.933223,0.952865,0.926064,0.946071,0.953486,0.946725,0.953486,0.946725,0.956094,0.928315,0.916471,0.921194,0.909937,0.894152,0.887812,0.894152,0.887812,0.950226,0.929319,0.927462,0.92219,0.920849,0.890643,0.884327,0.890643,0.884327,0.950133,0.934562,0.950053,0.927393,0.943279,0.935225,0.928593,0.935225,0.928593
75,1,17,13,3.75e+20,0.0553168,0.0572357,0.6822,3.86,25.8695,776.085,77.6085,42,0.924311,0.896163,0.975849,0.885735,0.964912,0.974315,0.963486,0.974315,0.963486,73.7281,73.7281,0.982498,0.976795,0.983591,0.965428,0.972568,1.00896,0.997746,1.00896,0.997746,0.983546,0.972247,0.958748,0.960933,0.948003,0.929462,0.919131,0.929462,0.919131,0.985404,0.957833,0.909308,0.946687,0.899117,0.788261,0.7795,0.788261,0.7795,0.985584,0.97549,0.975446,0.964139,0.964514,0.996718,0.98564,0.996718,0.98564
76,1,17,14,3.75e+20,0.0553168,0.0731778,0.602,2.805,32.8965,986.895,98.6895,54,0.96304,0.939981,0.995167,0.922641,0.977165,0.97549,0.958076,0.97549,0.958076,93.755,93.755,0.996283,0.993947,0.99693,0.975611,0.978896,0.986251,0.968645,0.986251,0.968645,0.994041,0.987278,0.964375,0.969065,0.94693,0.928051,0.911484,0.928051,0.911484,0.995053,0.986726,0.964851,0.968523,0.947397,0.929106,0.91252,0.929106,0.91252,0.997808,0.98057,0.936204,0.96248,0.919268,0.848968,0.833812,0.848968,0.833812
