! Calibration harvest for the correction of hires surface density images.
! One block per model node.  The header line of a block gives the node name and
! log10 of the background surface density in cm^-2; the following lines give
! log10 of the contrast, the median of the factor that restores the true
! surface density, and the number of pixels.
! Opacity used: kappa_0 = 9.3057882 cm^2 per gram of dust at 1000 GHz.
!
NODE additional/01              22.97261
       0.4125     1.67224        24
       0.4375     1.72915        24
       0.4625     1.77436        21
NODE i02j18k06                  20.72033
       0.0125     1.03604       136
       0.0375     1.02050       184
       0.0625     1.01328       444
       0.0875     1.00873       864
       0.1125     1.00718       992
       0.1375     1.01830       556
       0.1625     1.09453       172
       0.1875     1.18448        88
       0.2125     1.26032        64
       0.2375     1.33099        44
       0.2625     1.40643        40
       0.2875     1.48037        40
       0.3125     1.54751        28
       0.3375     1.60065        24
       0.3625     1.64765        24
       0.3875     1.68497        20
NODE i02j18k07                  20.77733
       0.0125     1.01699       284
       0.0375     1.01028       820
       0.0625     1.00731      1440
       0.0875     1.01564       632
       0.1125     1.08623       168
       0.1375     1.15987        84
       0.1625     1.21898        52
       0.1875     1.28439        56
       0.2125     1.34335        40
       0.2375     1.39255        24
       0.2625     1.42545        32
       0.2875     1.46941        28
       0.3125     1.51006        24
       0.3375     1.54359        16
       0.3625     1.56869        21
NODE i02j18k08                  20.81298
       0.0125     1.01034       704
       0.0375     1.00760      2076
       0.0625     1.02357       432
       0.0875     1.07764       132
       0.1125     1.13796        84
       0.1375     1.18589        52
       0.1625     1.23161        44
       0.1875     1.26338        28
       0.2125     1.28938        32
       0.2375     1.33282        36
       0.2625     1.36991        32
       0.2875     1.39103        12
       0.3125     1.40471        20
       0.3375     1.42812        24
       0.3625     1.44854        13
NODE i02j18k09                  20.83520
       0.0125     1.00776      2104
       0.0375     1.00918      1024
       0.0625     1.05078       156
       0.0875     1.08692        88
       0.1125     1.12061        56
       0.1375     1.14921        52
       0.1625     1.18351        48
       0.1875     1.20453        24
       0.2125     1.22246        32
       0.2375     1.24439        28
       0.2625     1.26106        20
       0.2875     1.27712        28
       0.3125     1.29497        24
       0.3375     1.30968        16
       0.3625     1.32009        20
NODE i02j18k10                  20.84931
       0.0125     1.00789      2876
       0.0375     1.02183       300
       0.0625     1.04839       124
       0.0875     1.07093        72
       0.1125     1.09397        56
       0.1375     1.11284        52
       0.1625     1.12675        28
       0.1875     1.13842        36
       0.2125     1.15712        32
       0.2375     1.17014        24
       0.2625     1.17982        24
       0.2875     1.19003        28
       0.3125     1.20117        24
       0.3375     1.21014        20
       0.3625     1.21473        16
       0.3875     1.21817         9
NODE i02j18k11                  20.85765
       0.0125     1.00787      2972
       0.0375     1.02255       204
       0.0625     1.03669       108
       0.0875     1.05264        80
       0.1125     1.06834        56
       0.1375     1.07773        40
       0.1625     1.08664        40
       0.1875     1.09684        36
       0.2125     1.10814        40
       0.2375     1.11572        24
       0.2625     1.11977        24
       0.2875     1.12700        28
       0.3125     1.13171        20
       0.3375     1.13503        20
       0.3625     1.14009        20
       0.3875     1.14134         9
NODE i02j18k12                  20.86249
       0.0125     1.00786      3192
       0.0375     1.01745       200
       0.0625     1.02619       104
       0.0875     1.03582        88
       0.1125     1.04350        52
       0.1375     1.05051        56
       0.1625     1.05778        36
       0.1875     1.06346        48
       0.2125     1.06777        32
       0.2375     1.07122        24
       0.2625     1.07508        40
       0.2875     1.07791        28
       0.3125     1.08080        24
       0.3375     1.08351        24
       0.3625     1.08580        21
NODE i02j18k13                  20.86602
       0.0125     1.00792      3124
       0.0375     1.01432       220
       0.0625     1.01970       116
       0.0875     1.02449        88
       0.1125     1.02856        72
       0.1375     1.03287        56
       0.1625     1.03609        52
       0.1875     1.03955        48
       0.2125     1.04255        44
       0.2375     1.04485        28
       0.2625     1.04632        40
       0.2875     1.04856        36
       0.3125     1.05022        32
       0.3375     1.05130        13
NODE i02j18k14                  20.86795
       0.0125     1.00796      3276
       0.0375     1.01167       232
       0.0625     1.01452       140
       0.0875     1.01684       104
       0.1125     1.01932        96
       0.1375     1.02179        76
       0.1625     1.02357        60
       0.1875     1.02527        64
       0.2125     1.02657        56
       0.2375     1.02823        52
       0.2625     1.02936        48
       0.2875     1.03015        21
NODE i02j18k15                  20.86922
       0.0125     1.00804      3372
       0.0375     1.01000       272
       0.0625     1.01144       180
       0.0875     1.01288       156
       0.1125     1.01405       124
       0.1375     1.01525       100
       0.1625     1.01628       108
       0.1875     1.01732       108
       0.2125     1.01828        69
NODE i02j18k16                  20.86985
       0.0125     1.00803      3688
       0.0375     1.00915       380
       0.0625     1.01006       248
       0.0875     1.01084       216
       0.1125     1.01163       204
       0.1375     1.01241       208
       0.1625     1.01301        97
NODE i02j19k01                  20.79398
       0.0125     1.01373       392
       0.0375     1.00799      1380
       0.0625     1.00821      1276
       0.0875     1.08248       236
       0.1125     1.19505        88
       0.1375     1.28897        72
       0.1625     1.38668        56
       0.1875     1.48083        36
       0.2125     1.56966        40
       0.2375     1.65140        24
       0.2625     1.69745        24
       0.2875     1.76800        28
       0.3125     1.83421        24
       0.3375     1.89191        20
       0.3625     1.92943        16
       0.3875     1.95823         9
NODE i02j19k02                  20.77165
       0.0125     1.01845       252
       0.0375     1.01081       692
       0.0625     1.00729      1344
       0.0875     1.01255       840
       0.1125     1.10972       172
       0.1375     1.22125        96
       0.1625     1.32991        64
       0.1875     1.43971        48
