! Calibration harvest for the correction of hires surface density images.
! One block per model node.  The header line of a block gives the node name and
! log10 of the background surface density in cm^-2; the following lines give
! log10 of the contrast, the median of the factor that restores the true
! surface density, and the number of pixels.
! Opacity used: kappa_0 = 9.3057882 cm^2 per gram of dust at 1000 GHz.
!
NODE i01j01k01                  14.19464
       2.1625     1.00339        24
       2.1875     1.00175        16
NODE i01j06k03                  17.82148
       0.0125     1.00041        60
       0.1375     1.00128         8
       0.1625     1.00112         8
       0.1875     1.00135         8
       0.2875     1.00042         8
       0.3375     1.00152        16
       0.4375     1.00117         8
       0.4875     1.00131         8
       0.5125     1.00194        16
       0.5875     1.00019         8
       0.6125     1.00203         8
       0.6625     1.00209        16
       0.7125     1.00089         8
       0.7625     1.00113         8
       0.7875     1.00196         8
       0.8125     1.00226         8
       0.8375     1.00130        16
       0.8875     1.00182         8
       0.9125     1.00111         8
       0.9375     1.00179        16
       0.9625     1.00200        12
       0.9875     1.00092         8
       1.0375     1.00074        16
       1.0625     1.00222         8
       1.0875     1.00280         8
       1.1125     1.00230        16
       1.1375     1.00019         8
       1.1625     1.00099         8
       1.1875     1.00293         8
       1.2125     1.00137        16
       1.2375     1.00248        20
       1.2625     1.00163         8
       1.2875     1.00122         8
       1.3125     1.00098        16
       1.3375     1.00282         8
       1.3625     1.00315        24
       1.3875     0.99981        16
       1.4125     1.00279         8
       1.4375     1.00175        16
       1.4625     1.00090        24
       1.4875     1.00264        20
       1.5125     0.99888         8
       1.5375     1.00073        24
       1.5625     1.00115        16
       1.5875     1.00301        32
       1.6125     1.00117        24
       1.6625     1.00061        40
       1.6875     1.00288        20
       1.7125     1.00027        24
       1.7375     1.00170        32
       1.7625     0.99987        24
       1.7875     1.00204        48
       1.8125     1.00000        24
       1.8375     0.99971        56
       1.8625     1.00228        28
       1.8875     1.00311        36
       1.9125     1.00187        40
       1.9375     1.00152        16
       1.9625     1.00212        76
       1.9875     1.00183        24
       2.0125     1.00283        32
       2.0375     1.00264        32
       2.0625     1.00251        52
       2.0875     0.99995        36
       2.1125     1.00338        48
       2.1375     1.00323        32
       2.1625     1.00290        48
       2.1875     1.00361        64
NODE i01j06k04                  19.22279
       0.0125     1.00030        60
       0.0875     1.00033         8
       0.1125     1.00180        16
       0.1875     1.00121         8
       0.2125     1.00219        20
       0.2875     1.00187        16
       0.3125     1.00263        16
       0.3625     1.00109         8
       0.3875     1.00251         8
       0.4125     1.00311        20
       0.4375     1.00086         8
       0.4625     1.00202         8
       0.4875     1.00381        16
       0.5125     1.00213        16
       0.5375     1.00176         8
       0.5625     1.00325        24
       0.5875     1.00362        12
       0.6125     1.00226         8
       0.6375     1.00300        24
       0.6625     1.00399        24
       0.6875     1.00271        16
       0.7125     1.00357        24
       0.7375     1.00397        28
       0.7625     1.00313        24
       0.7875     1.00402        24
       0.8125     1.00409        32
       0.8375     1.00391        16
       0.8625     1.00403        44
       0.8875     1.00418        32
       0.9125     1.00452        56
       0.9375     1.00506        16
       0.9625     1.00492        60
       0.9875     1.00516        56
       1.0125     1.00551        80
       1.0375     1.00616        84
       1.0625     1.00586        68
       1.0875     1.00658        96
       1.1125     1.00637        76
       1.1375     1.00721        92
       1.1625     1.00679        92
       1.1875     1.00759       116
       1.2125     1.00694        92
       1.2375     1.00723       116
       1.2625     1.00717       136
       1.2875     1.00676       136
       1.3125     1.00661       164
       1.3375     1.00654       160
       1.3625     1.00670       192
       1.3875     1.00685       216
       1.4125     1.00757       244
       1.4375     1.01117       244
       1.4625     1.02546       212
       1.4875     1.06154       136
       1.5125     1.11629       104
       1.5375     1.17918        72
       1.5625     1.24686        37
NODE i01j06k05                  20.14571
       0.0125     1.03891        60
       0.0375     1.03285        24
       0.0875     1.03317        28
       0.1125     1.03455        16
       0.1375     1.02915        24
       0.1625     1.02738        28
       0.1875     1.02929        24
       0.2125     1.02515        40
       0.2375     1.02319        44
       0.2625     1.02269        56
       0.2875     1.02061        68
       0.3125     1.02051        80
       0.3375     1.01868       116
       0.3625     1.01954       140
       0.3875     1.01747       240
       0.4125     1.01408       272
       0.4375     1.01157       308
       0.4625     1.00868       364
       0.4875     1.00682       384
       0.5125     1.00634       432
       0.5375     1.00799       420
       0.5625     1.02366       252
       0.5875     1.06475       124
       0.6125     1.11309        88
       0.6375     1.16625        64
       0.6625     1.20534        25
NODE i01j06k06                  20.52435
       0.0125     1.01828       112
       0.0375     1.01264       108
       0.0625     1.00930       176
       0.0875     1.00736       352
       0.1125     1.00633       668
       0.1375     1.00590       764
       0.1625     1.00571       780
       0.1875     1.01059       388
       0.2125     1.03661       160
       0.2375     1.07390        92
       0.2625     1.11387        72
       0.2875     1.14955        48
NODE i01j06k07                  20.62375
       0.0125     1.00641       288
       0.0375     1.00533       804
       0.0625     1.00538      1380
       0.0875     1.00553       792
       0.1125     1.02061       204
       0.1375     1.04532       108
       0.1625     1.07214        56
       0.1875     1.09753        60
       0.2125     1.11854        29
NODE i01j06k08                  20.66673
       0.0125     1.00506       936
       0.0375     1.00519      2068
       0.0625     1.00772       376
       0.0875     1.02426       144
       0.1125     1.04271        76
       0.1375     1.05976        52
       0.1625     1.07469        48
       0.1875     1.08641        21
NODE i01j06k09                  20.69016
       0.0125     1.00509      2636
       0.0375     1.00498       700
       0.0625     1.01379       152
       0.0875     1.02532        88
       0.1125     1.03682        64
       0.1375     1.04914        52
       0.1625     1.05766        29
NODE i01j07k01                  15.45677
       0.0125     0.98601        60
       0.2125     0.98875         8
       0.2375     0.98977         8
       0.2625     0.99021         8
       0.4375     0.99306         8
       0.4875     0.99091         8
       0.5125     0.99157        12
       0.6375     0.99600         8
       0.7125     0.99461         8
       0.7375     0.99268         8
       0.7625     0.99311         8
       0.8375     0.99887         8
       0.9125     0.99942         8
       0.9625     0.99708         8
       0.9875     0.99419        12
       1.0375     1.00015         8
       1.1125     1.00062         8
       1.1625     1.00019         8
       1.2125     0.99792        16
       1.2375     1.00020         8
       1.3125     1.00077         8
       1.3625     1.00126         8
       1.3875     1.00019         8
       1.4125     1.00093         8
       1.4375     1.00128        12
       1.4875     1.00085         8
       1.5625     1.00076        16
       1.6125     1.00192         8
       1.6375     1.00229         8
       1.6625     1.00168        16
       1.7125     0.99995         8
       1.7375     1.00152         8
       1.7875     1.00209         8
       1.8125     1.00078         8
       1.8375     1.00254         8
       1.8625     1.00285        20
       1.8875     1.00153         8
       1.9625     1.00143        16
       1.9875     0.99954         8
       2.0125     1.00273         8
