node_key,M_BE_Msun,M_reported_Msun,M_corrected_3axis_Msun,M_corrected_4axis_Msun,theta_BE_arcsec,bounded_3axis,bounded_4axis
407005,0.104735,0.09821205882111779,0.14677907615841662,0.10795544530534852,11.14,0,0
407006,0.104678,0.0877750280743455,0.13127305630980254,0.10012452148858722,17.07,0,0
408001,0.160975,0.14784179651024645,0.19069122283467796,0.16164223761922636,10.90,0,0
408002,0.160949,0.1535237949047524,0.21255491446019392,0.16612600950541295,9.08,0,0
408003,0.160899,0.1557212722939117,0.21277732677201147,0.16836740183689178,8.43,0,0
408004,0.160877,0.1524815944881815,0.21230787813074287,0.16475487219069027,9.42,0,0
408005,0.160847,0.14166693646910397,0.19882294847371035,0.15657982623889244,12.33,0,0
408006,0.160836,0.13845002751188676,0.19969071145449294,0.15850581542715114,18.00,0,0
408007,0.160764,0.1252314826690129,0.18742965857163318,0.14681905656084843,27.84,0,0
409001,0.247141,0.213789758872324,0.312380237244879,0.24561033934907617,18.28,0,0
409002,0.247083,0.2161090859405537,0.296813790371911,0.2504496000925273,15.68,0,0
409003,0.247145,0.24307362731604207,0.3306927420889683,0.27152181741495646,13.11,0,0
409004,0.247069,0.22830461579217923,0.2760682744584247,0.25393487125650605,12.63,0,0
